PostContent,Date,NumberOfComment,Like,Heart,Care,Haha,Wow,Sad,Angry,ContentofComment
" VẪN CÒN MỞ XÉT TUYỂN HỌC BẠ ĐỢT 2
CHƯƠNG TRÌNH CỬ NHÂN LIÊN KẾT QUỐC TẾ - LIÊN KẾT ĐẠI HỌC COVENTRY VỚI TRƯỜNG ĐẠI HỌC KINH TẾ, ĐẠI HỌC ĐÀ NẴNG.
 Nếu các bạn có thắc mắc về lộ trình đào tạo đừng ngần ngại nhắn tin trực tiếp cho Fanpage Đào Tạo Đào tạo Quốc tế - Trường Đại học Kinh Tế, Đại học Đà Nẵng để DUE kịp thời giải đáp cho bạn nhé!!!",17 Tháng 8,8,0,0,0,0,0,0,0,"[' VẪN CÒN MỞ XÉT TUYỂN HỌC BẠ ĐỢT 2\nCHƯƠNG TRÌNH CỬ NHÂN LIÊN KẾT QUỐC TẾ - LIÊN KẾT ĐẠI HỌC COVENTRY VỚI TRƯỜNG ĐẠI HỌC KINH TẾ, ĐẠI HỌC ĐÀ NẴNG.\n Nếu các bạn có thắc mắc về lộ trình đào tạo đừng ngần ngại nhắn tin trực tiếp cho Fanpage Đào Tạo Đào tạo Quốc tế - Trường Đại học Kinh Tế, Đại học Đà Nẵng để DUE kịp thời giải đáp cho bạn nhé!!!', 'XÉT TUYỂN HỌC BẠ CHƯƠNG TRÌNH CỬ NHÂN ĐẠI HỌC COVENTRY NGAY TẠI TRƯỜNG ĐẠI HỌC KINH TẾ, ĐẠI HỌC ĐÀ NẴNG\nĐỢT 2 ĐẾN NGÀY 16/8', 'Chị cho e xin thông tin chương trình với ạ', 'Inb e với ạ']"
dạ cho em hỏi mục 3 giấy khai sinh mình lấy bản sao được không ạ,18 Tháng 8,7,0,0,0,0,0,0,0,"['dạ cho em hỏi mục 3 giấy khai sinh mình lấy bản sao được không ạ', 'Bản sao công chứng nha e', 'Em nên photo công chứng hì. Bản sao em giữ lại sau này có cần thì lấy dùng ha.']"
Dạ cho e hỏi là phiếu lí lịch in ra r ko cần có đóng dấu của xã đk ạ .,19 Tháng 8,5,0,0,0,0,0,0,0,"['Dạ cho e hỏi là phiếu lí lịch in ra r ko cần có đóng dấu của xã đk ạ .', 'ủa bạn cod rồi à', 'ko cần e']"
"Chào mn, cho e hỏi là trường yêu cầu là photo bhyt nhưng mấy năm nay mình k có đc cấp cái mới thì mình photo cái nào v ạ.",19 Tháng 8,7,0,0,0,0,0,0,0,"['Chào mn, cho e hỏi là trường yêu cầu là photo bhyt nhưng mấy năm nay mình k có đc cấp cái mới thì mình photo cái nào v ạ.', 'nếu e nộp phí BHYT mới thì ko cần phải photo BHYT cũ nha']"
Giấy khai sinh thì mình dùng bản sao hay bản chính để photo công chứng vậy ạ,19 Tháng 8,6,0,0,0,0,0,0,0,"['Giấy khai sinh thì mình dùng bản sao hay bản chính để photo công chứng vậy ạ', 'e dùng cái tờ có ghi chữ bản sao là đc e']"
A/c ơi cho e hỏi ngày 26/8 học sinh hoạt công dân đầu khoá mình cần đưa vở ghi note không ạ.e cảm ơn,19 Tháng 8,1,0,0,0,0,0,0,0,"['A/c ơi cho e hỏi ngày 26/8 học sinh hoạt công dân đầu khoá mình cần đưa vở ghi note không ạ.e cảm ơn', 'Em chuẩn bị bút và vở mang theo để ghi những thông tin cần thiết nha']"
Cho em thấy những cánh tay K50 Ngành Tài chính - Ngân hàng và box chat của ngành luôn với ạ ,18 Tháng 8,8,0,0,0,0,0,0,0,"['Cho em thấy những cánh tay K50 Ngành Tài chính - Ngân hàng và box chat của ngành luôn với ạ ', 'có ai học tài chính doanh nghiệp ko ạa', 'Ánh Linh chào bạn']"
Ac có thể rv cho e các nghành này được k ạ. Bản thân e k giỏi tiếng anh vs ngại giao tiếp thì neên chọn chuyên nghành nào để haạn chế việc đấy ạ,18 Tháng 8,2,0,0,0,0,0,0,0,"['Ac có thể rv cho e các nghành này được k ạ. Bản thân e k giỏi tiếng anh vs ngại giao tiếp thì neên chọn chuyên nghành nào để haạn chế việc đấy ạ', 'Kimm Cua chị này kte phát triển nè em', 'Ké ạ']"
Em thấy trong diện ưu tiên ở ktx có nói sv có hộ khẩu xã ở vùng núi. Em ở xã của 1 tỉnh Tây Nguyên thì có được tính không ạ,18 Tháng 8,6,0,0,0,0,0,0,0,"['Em thấy trong diện ưu tiên ở ktx có nói sv có hộ khẩu xã ở vùng núi. Em ở xã của 1 tỉnh Tây Nguyên thì có được tính không ạ', 'Được hết á. Em cứ qua phòng quản lý ktx là được nè', 'Danh mục Đối tượng ưu tiên:\n1. SV là người dân tộc thiểu số,\n2. SV là người khuyết tật;… Xem thêm']"
Nếu không pass tiếng anh đầu vào thì mình phải nộp thêm tiền học hay sao ạ? Em cảm ơn!,18 Tháng 8,3,0,0,0,0,0,0,0,"['Nếu không pass tiếng anh đầu vào thì mình phải nộp thêm tiền học hay sao ạ? Em cảm ơn!', 'chào bạn nhé, nếu không pass tiếng anh thì bạn vẫn phải nộp học phí học tiếng anh ở trường và đến khi nào nộp chứng chỉ pass thì không cần nộp tiền nữa nha', 'Không e']"
Cho mình hỏi là sao đến nay mình vẫn chưa được báo là đã đỗ dù đủ điểm vậy ạ ,19 Tháng 8,9,0,0,0,0,0,0,0,"['Cho mình hỏi là sao đến nay mình vẫn chưa được báo là đã đỗ dù đủ điểm vậy ạ ', 'b tra cứu trên này nè b https://ketqua.udn.vn/KQ2024/GBTT.aspx?iddot=69...', 'Có ai bị như vậy không ạ']"
Xem rõ cái này ở đâu vậy ạ,19 Tháng 8,1,0,0,0,0,0,0,0,"['Xem rõ cái này ở đâu vậy ạ', 'https://due.udn.vn/.../thongbaochitiet/id/19371/bid/456']"
Dạ học phí ấy mình để vào năm đóng thì có ảnh hưởng gì kh ạ. Hay bắt buộc phải đóng ngày 23 vậy ac.,18 Tháng 8,6,0,0,0,0,0,0,0,"['Dạ học phí ấy mình để vào năm đóng thì có ảnh hưởng gì kh ạ. Hay bắt buộc phải đóng ngày 23 vậy ac.', 'https://due.udn.vn/.../thongbaochitiet/id/19371/bid/456', 'E đóng học phí trước 24h ngày 23/8 e nhé. Chi tiết sẽ có trên trang nhập học']"
"Dạ em đã đậu ở trường mình ngành marketing bằng phương thức xét thành tích ngoại ngữ,em đặt ở NV7.Sau khi dò điểm chuẩn của các trường khác thì em thấy mình đã đậu NV6 nhưng mà bây giờ em lại muốn học trường mình thì cho em hỏi có xét tuyển đợt 2 không ạ.Và trường hợp của em còn cách nào để học trường mình không.",18 Tháng 8,5,0,0,0,0,0,0,0,"['Dạ em đã đậu ở trường mình ngành marketing bằng phương thức xét thành tích ngoại ngữ,em đặt ở NV7.Sau khi dò điểm chuẩn của các trường khác thì em thấy mình đã đậu NV6 nhưng mà bây giờ em lại muốn học trường mình thì cho em hỏi có xét tuyển đợt 2 không ạ.Và trường hợp của em còn cách nào để học trường mình không.', 'Học văn bằng 2 á bạn, nma vb2 thì ko áp dụng cho kì đầu tiên năm 1', 'Trường mình những năm về trước thì không xét tuyển đợt 2 nữa á e']"
Dạ giấy khai sinh mình dùng bản sao thay vì bản photo công chứng đc ko ạ,18 Tháng 8,1,0,0,0,0,0,0,0,"['Dạ giấy khai sinh mình dùng bản sao thay vì bản photo công chứng đc ko ạ', 'Bản có chữ bản sao là đc đó e']"
"Mọi người cứu e với 
Sao có người nói cần giấy xác nhận cư trú người lại nói không v. Cuối cùng có hay ko ạ
Em cảm ơn ",18 Tháng 8,1,0,0,0,0,0,0,0,"['Mọi người cứu e với \nSao có người nói cần giấy xác nhận cư trú người lại nói không v. Cuối cùng có hay ko ạ\nEm cảm ơn ', 'https://due.udn.vn/.../thongbaochitiet/id/19372/bid/456\nEm đọc thông tin chính thức của trường ở đây nha']"
dạ cho em hỏi ngành của em nhập học vào buổi chiều 24/8 vậy buổi sáng 24/8 em làm thủ tục ktx được k ạ,18 Tháng 8,2,0,0,0,0,0,0,0,"['dạ cho em hỏi ngành của em nhập học vào buổi chiều 24/8 vậy buổi sáng 24/8 em làm thủ tục ktx được k ạ', 'Được em nhé.']"
Mng ơi cho e hỏi lúc nộp hồ sơ trực tiếp tại trường thì mình nhờ người thân đi nộp được không ạ tại vì em đang ở quê sợ vào k kịp ạ ,18 Tháng 8,3,0,0,0,0,0,0,0,"['Mng ơi cho e hỏi lúc nộp hồ sơ trực tiếp tại trường thì mình nhờ người thân đi nộp được không ạ tại vì em đang ở quê sợ vào k kịp ạ ', 'Em nên sắp xếp trực tiếp vào nhập học. Vì sau đó là sẽ tham gia học Tuần Sinh hoạt Công dân - Sinh viên đầu khóa luôn.']"
dạ cho em hỏi là mình đi trong khung giờ này hay phải có mặt lúc 7h30 và làm thủ tục đến 11h ạ?,18 Tháng 8,5,0,0,0,0,0,0,0,"['dạ cho em hỏi là mình đi trong khung giờ này hay phải có mặt lúc 7h30 và làm thủ tục đến 11h ạ?', 'Chào em. Em đi làm thủ tục trong khung giờ này, làm xong sớm thì về sớm em nhé.\nHẹn gặp em tại DUE', 'Đi càng sớm càng tốt e ưi, đi muộn lấy số chừ xí bà lun tại đông lắm á']"
Phiếu lý lịch lấy file ở đâu ạ,17 Tháng 8,5,0,0,0,0,0,0,0,"['Phiếu lý lịch lấy file ở đâu ạ', 'Chưa đến ngày mà pk', 'Sẽ in tự động trong Cổng nhập học của Trường sau khi em hoàn thiện thông tin nhập học.']"
a chị cho e hỏi là e thấy lịch thi tiếng anh đầu vào của trường trên wed là ngày 29/30 tháng 8 nhưng cụ thể là thời gian nào dành cho từng khoa ạ. E cảm ơn,18 Tháng 8,2,0,0,0,0,0,0,0,"['a chị cho e hỏi là e thấy lịch thi tiếng anh đầu vào của trường trên wed là ngày 29/30 tháng 8 nhưng cụ thể là thời gian nào dành cho từng khoa ạ. E cảm ơn', 'Thông tin đang được cập nhật em nha, em theo dõi để kịp thời nắm rõ nè. Lâu lâu em vào check dòng link màu xanh á.', 'Để nắm về cấu trúc bài thi Đánh giá Năng lực tiếng Anh đầu vào và đánh giá sớm trình độ hiện tại, em nên tham gia thi thử FREE ở Trung tâm Ngoại ngữ - Tin học, Trường Đại học Kinh tế - Đại học Đà Nẵng để nắm được format bài thi em nhé.\nThông tin thi t… Xem thêm']"
Cho em hỏi là chương trình học tiếng anh bán phần là mình được chọn hay trường xếp ngẫu nhiên vậy ạ? Do em thấy điều kiện để học ctrinh này là bậc 3/6 theo thang ngoại ngữ Việt Nam mà em đang bậc 4 í. Em cảm ơn ạ!,18 Tháng 8,1,0,0,0,0,0,0,0,"['Cho em hỏi là chương trình học tiếng anh bán phần là mình được chọn hay trường xếp ngẫu nhiên vậy ạ? Do em thấy điều kiện để học ctrinh này là bậc 3/6 theo thang ngoại ngữ Việt Nam mà em đang bậc 4 í. Em cảm ơn ạ!', 'Học bán phần TA là do e đk nhé, tuỳ theo nhu cầu của e, e đủ điều kiện TA thì đk học']"
Dạ cho em hỏi theo lịch dự kiến ngày 24 25 nhập học vậy nếu hôm đó gia đình em có việc ch thể nhập học trực tiếp được thì có ảnh hưởng gì k ạ,17 Tháng 8,12,0,0,0,0,0,0,0,"['Dạ cho em hỏi theo lịch dự kiến ngày 24 25 nhập học vậy nếu hôm đó gia đình em có việc ch thể nhập học trực tiếp được thì có ảnh hưởng gì k ạ', 'E nhập học trực tiếp thì mới đc e nhé']"
Có ai có nhóm qtkd chuyên ngành logistics và quản lý chuỗi cung ứng kh ạ,18 Tháng 8,1,0,0,0,0,0,0,0,"['Có ai có nhóm qtkd chuyên ngành logistics và quản lý chuỗi cung ứng kh ạ', 'Đã có nhóm Quản trị Chuỗi cung ứng và Logistics này, em tham gia để các anh chị và thầy cô trong đây hướng dẫn và giải đáp các thắc mắc nhé\nhttps://zalo.me/g/vqmvgi681']"
những khoản này là mình phải nộp trực tuyến phải ko ạ ?,17 Tháng 8,21,0,0,0,0,0,0,0,"['những khoản này là mình phải nộp trực tuyến phải ko ạ ?', 'Đúng r e', 'Con cho cô hỏi mình tra cứu danh sách ơ mô']"
"Em bị mất thẻ cccd có cách nào để thay thế thẻ trong hồ sơ nhập học không ạ, e lo quá ạ ",18 Tháng 8,2,0,0,0,0,0,0,0,"['Em bị mất thẻ cccd có cách nào để thay thế thẻ trong hồ sơ nhập học không ạ, e lo quá ạ ', 'Em đến CA Phường/xã để làm lại CCCD ngay nhé, còn lúc nộp hồ sơ em ở Trường sẽ có cán bộ hướng dẫn. Tuy nhiên em nên chụp lại CCCD trên app VNeID và in ra, hoặc dùng bản công chứng CCCD trước đó.']"
"1.Anh chị ơi cho em hỏi ngành tài chính ngân hàng ra mình sẽ làm những gì ạ, em nghe nói ngành sẽ chia ra theo nhóm thì nên chọn nhóm nào nhất ạ, học phí thường sẽ là bao nhiêu ạ
2.Trường mình đăng kí ktx có khó ko ạ, cần phải chuẩn bị những giấy tờ gì ạ, ktx một tháng sẽ dao động bao nhiêu tiền ạ
3. Trường mình có khó săn học bổng ko ạ mong anh chị chỉ giáo",18 Tháng 8,2,0,0,0,0,0,0,0,"['1.Anh chị ơi cho em hỏi ngành tài chính ngân hàng ra mình sẽ làm những gì ạ, em nghe nói ngành sẽ chia ra theo nhóm thì nên chọn nhóm nào nhất ạ, học phí thường sẽ là bao nhiêu ạ\n2.Trường mình đăng kí ktx có khó ko ạ, cần phải chuẩn bị những giấy tờ gì ạ, ktx một tháng sẽ dao động bao nhiêu tiền ạ\n3. Trường mình có khó săn học bổng ko ạ mong anh chị chỉ giáo', '1. Em check học phí trong link này nha. https://dhkt-my.sharepoint.com/.../Hoc%20phi%20tam%20thu...', '2. Chào em nha\nTheo chị tham khảo các anh chị trước thì em cứ mạnh dạn đăng ký ha. Năm ngoái cũng dư 1 ít slot á. Em cập nhật thông tin để đăng ký sớm nha.\nThông báo về đăng ký ktx sẽ được cập nhật ở đây nè: … Xem thêm']"
"Cho em hỏi cái hồ sơ làm thẻ SV có bắt buộc ko ạ , tại vì em có thẻ sẳn rồi",18 Tháng 8,3,0,0,0,0,0,0,0,"['Cho em hỏi cái hồ sơ làm thẻ SV có bắt buộc ko ạ , tại vì em có thẻ sẳn rồi', 'Bắt buộc làm em nhé, vì đây hồ sơ đăng ký làm thẻ sinh liên liên kết, vừa là thẻ ngân hàng, vừa là thẻ sinh viên. Sau này học phí sẽ tự động trừ qua tài khoản này.']"
"Cho em hỏi là nhập học là bắt buột mình phải đi nộp vào đúng buổi của khoa hay là nộp buổi khác và nhờ người thân nộp dùm được ạ.
Do em thấy có ac bảo được có ac bảo không.",18 Tháng 8,1,0,0,0,0,0,0,0,"['Cho em hỏi là nhập học là bắt buột mình phải đi nộp vào đúng buổi của khoa hay là nộp buổi khác và nhờ người thân nộp dùm được ạ.\nDo em thấy có ac bảo được có ac bảo không.', 'Nhập học theo đúng thời gian trường qui đinh em nha. Không nhờ nhập hc hộ em nhé']"
Cho em hỏi là danh sách này đã tính cả tiền bảo hiểm y tế vào chưa ạ? Hay là chỉ riêng học phí thôi?,17 Tháng 8,4,0,0,0,0,0,0,0,"['Cho em hỏi là danh sách này đã tính cả tiền bảo hiểm y tế vào chưa ạ? Hay là chỉ riêng học phí thôi?', 'Hp cả năm học hay 1 học kỳ thôi', 'học phí thôi b ạ']"
"Anh chị ơi, em mất tong giấy BHYT nộp nhập học rồi thì xin trường khất được ko ạ 
Nhân tiện bạn nào có nhóm Khoa Học Dữ Liệu rồi thì cho mình xin với nhaaa",18 Tháng 8,1,0,0,0,0,0,0,0,"['Anh chị ơi, em mất tong giấy BHYT nộp nhập học rồi thì xin trường khất được ko ạ \nNhân tiện bạn nào có nhóm Khoa Học Dữ Liệu rồi thì cho mình xin với nhaaa', 'Chào em. BHYT em có thể in ra từ app VssID em nhé.\nHẹn gặp em tại DUE']"
"Dạ các anh chị cho em hỏi một số câu hỏi ạ
1. Tiền học phí tạm đóng đã bao gồm các khoản: tiền khám sức khỏe, BHYT... chưa ạ
2. Em thấy trường liên kết với ngân hàng Đông Á, thì mình phải làm một tknh Đông Á rồi chuyển học phí qua đó hay ngân hàng nào cũng được ạ
3. Em thấy trường có yêu cầu bản photo của BHYT nhưng mà hồi giáo viên em bảo là BHYT của em cập nhật trên hệ thống rồi nên không có bản giấy, thì bây giờ phải làm sao ạ
4. Thi TAĐV phải đạt từ bao nhiêu điểm trở lên… Xem thêm",18 Tháng 8,14,0,0,0,0,0,0,0,"['Dạ các anh chị cho em hỏi một số câu hỏi ạ\n1. Tiền học phí tạm đóng đã bao gồm các khoản: tiền khám sức khỏe, BHYT... chưa ạ\n2. Em thấy trường liên kết với ngân hàng Đông Á, thì mình phải làm một tknh Đông Á rồi chuyển học phí qua đó hay ngân hàng nào cũng được ạ\n3. Em thấy trường có yêu cầu bản photo của BHYT nhưng mà hồi giáo viên em bảo là BHYT của em cập nhật trên hệ thống rồi nên không có bản giấy, thì bây giờ phải làm sao ạ\n4. Thi TAĐV phải đạt từ bao nhiêu điểm trở lên… Xem thêm', '2. Khi em có thẻ sinh viên thì đó cũng là thẻ ngân hàng Đông Á luôn nhé, khi nộp học phí thì em chỉ cần chuyển tiền qua ngân hàng Đông Á là được nha. Còn tsv thì nộp học phí qua stk của trường em nha.\n4. Thi tiếng anh đầu vào, em thi từ 120-139đ thì sẽ… Xem thêm', 'Đây e nha']"
"Cho em hỏi Học bạ THPT, bằng cntn là phải có bản chính và 1 bản photo công chứng hay 1 trong 2 vậy ạ",17 Tháng 8,9,0,0,0,0,0,0,0,"['Cho em hỏi Học bạ THPT, bằng cntn là phải có bản chính và 1 bản photo công chứng hay 1 trong 2 vậy ạ', 'Cho mình hỏi xem danh sách hồ sơ có nhưnzg gì ở đâu vậy ạ', 'Cái nào ghi cả 2 lả nộp hả cả 2 đó e']"
"Mn có thể review cho em hai chuyên ngành của Marketing là Truyền Thông và Digital như thế nào được hong ạ? Em có đọc qua chương trình học của 2 cái rồi và cảm thấy okela với cả 2 nên em đang phân vân. Mn giúp em với, em xin cảm ơnnn",18 Tháng 8,3,0,0,0,0,0,0,0,"['Mn có thể review cho em hai chuyên ngành của Marketing là Truyền Thông và Digital như thế nào được hong ạ? Em có đọc qua chương trình học của 2 cái rồi và cảm thấy okela với cả 2 nên em đang phân vân. Mn giúp em với, em xin cảm ơnnn', 'Mn giúp em với ạa', '.']"
mn ơi cho em hỏi là nếu xts bằng giải hsg tỉnh thì khi đc học bổng thì sẽ trừ vào tiền học phí 1 kì ạ,17 Tháng 8,2,0,0,0,0,0,0,0,"['mn ơi cho em hỏi là nếu xts bằng giải hsg tỉnh thì khi đc học bổng thì sẽ trừ vào tiền học phí 1 kì ạ', 'Với các khoản học bổng thì khi sinh viên hoàn thành các khoản học phí, tiền học bổng sẽ được chuyển về tài khoản ngân hàng của sinh viên em nhé.']"
Dạ ac cho em hỏi: Tuần sinh hoạt công dân đầu khóa kéo dài bao nhiêu ngày vậy ạ? Nếu như vắng thì có sao không ạ?,17 Tháng 8,4,0,0,0,0,0,0,0,"['Dạ ac cho em hỏi: Tuần sinh hoạt công dân đầu khóa kéo dài bao nhiêu ngày vậy ạ? Nếu như vắng thì có sao không ạ?', 'Vắng sẽ bị trừ điểm rèn luyện và bắt buộc học lại nha e', 'Vắng sẽ bị trừ điểm rèn luyện nhaaa']"
Anh chị ơi sơ yếu lí lịch của trường có cần xin dấu tại xã không ạ. Chứ em 20 vào Đà Nẵng sợ không xin được ạ ,17 Tháng 8,3,0,0,0,0,0,0,0,"['Anh chị ơi sơ yếu lí lịch của trường có cần xin dấu tại xã không ạ. Chứ em 20 vào Đà Nẵng sợ không xin được ạ ', 'K cần sơ yếu lí lịch á em. Em làm theo hướng dẫn đã đăng ở fanpage và web trường nhé', 'Ké với ạ']"
Giấy xác minh thông tin về nơi cư trú này mình xin ở đâu ạ,17 Tháng 8,4,0,0,0,0,0,0,0,"['Giấy xác minh thông tin về nơi cư trú này mình xin ở đâu ạ', 'Xin ở Phường/Xã em nhé', 'Em tải form trên gg xong điền thông tin or ra phường/xã e nha, rcm tải nha e. Sau đó đem cho phường/xã kí.']"
"Cho em hỏi cái này là mình tự cộng các khoản 1, 2, 3 vào hay mức học phí tạm thu đã bao gồm hết rồi ạ? Tiện thể cho em xin gr ngành KDQT với ạ.",17 Tháng 8,1,0,0,0,0,0,0,0,"['Cho em hỏi cái này là mình tự cộng các khoản 1, 2, 3 vào hay mức học phí tạm thu đã bao gồm hết rồi ạ? Tiện thể cho em xin gr ngành KDQT với ạ.', 'Mức phí tạm thu đã tính cả 3 khoản rồi em nha']"
"Cho e hỏi học phí tạm thu này là sao ạ, nó sẽ chênh lệch tầm bao nhiêu so với học phí chính thức ạ",17 Tháng 8,6,0,0,0,0,0,0,0,"['Cho e hỏi học phí tạm thu này là sao ạ, nó sẽ chênh lệch tầm bao nhiêu so với học phí chính thức ạ', 'bn ơi coi ở đâu v ạ', 'Cho em hỏi đã có danh sách học bổng chưa ạ? Nếu sinh viên đạt học bổng thì nhà trường sẽ thanh toán lại học phí tạm thu hay sao ạ? Em cảm ơn anh/chị ạ.']"
"cho em hỏi là em vừa nộp chứng chỉ để miễn học phần tiếng anh, vừa nộp theo phương thức tuyển sinh riêng thì là thành 2 bản photo công chứng hay sao ạ",17 Tháng 8,2,0,0,0,0,0,0,0,"['cho em hỏi là em vừa nộp chứng chỉ để miễn học phần tiếng anh, vừa nộp theo phương thức tuyển sinh riêng thì là thành 2 bản photo công chứng hay sao ạ', 'Đúng rồi em nhé.']"
"- Mg cho em xin flie phíu lí lịch & giấy xác nhận thông tin cư trú mẫu với ạ.
- Dạ em xin hỏi là thẻ sinh viên là mình tự in 2 giấy trường có nói pk ạ, mà em có thấy 1 flie mế ạ dạ  mg thồn rin em biết với ạ",17 Tháng 8,4,0,0,0,0,0,0,0,"['- Mg cho em xin flie phíu lí lịch & giấy xác nhận thông tin cư trú mẫu với ạ.\n- Dạ em xin hỏi là thẻ sinh viên là mình tự in 2 giấy trường có nói pk ạ, mà em có thấy 1 flie mế ạ dạ  mg thồn rin em biết với ạ', '3/ Giấy làm thẻ SV, em in 4 tờ, điền thông tin theo hướng dẫn và chờ thông báo nộp nhé.', '1/ Phiếu lý lịch và xác nhận nhập học: Sẽ in tự động trong Cổng nhập học của Trường sau khi em hoàn thiện thông tin nhập học.']"
a/c cho em hỏi giấy chứng nhận nvqs và giấy giới thiệu di chuyển nvqs mình lấy ở đâu v ạ,17 Tháng 8,1,0,0,0,0,0,0,0,"['a/c cho em hỏi giấy chứng nhận nvqs và giấy giới thiệu di chuyển nvqs mình lấy ở đâu v ạ', 'Em xin tại BCH QS xã, phường á']"
"hong biết là có gr riêng của quản trị nhân lực hong ạ, tại em tìm hoài mà thấy toàn qtkd í ạ . Mặc dù biết là qtnl thuộc qtkd nhma vẫn muốnn tìm 1 gr riêng cho ngành qtnl í ạaa.",14 Tháng 8,3,0,0,0,0,0,0,0,"['hong biết là có gr riêng của quản trị nhân lực hong ạ, tại em tìm hoài mà thấy toàn qtkd í ạ . Mặc dù biết là qtnl thuộc qtkd nhma vẫn muốnn tìm 1 gr riêng cho ngành qtnl í ạaa.', 'Link gr đây e nha\nChuyên ngành Quản trị nguồn nhân lực (K17): https://zalo.me/g/znqxhs148', 'Các bạn tân sinh viên vẫn đang còn loay hoay,chưa biết ôn luyện TA đầu vào ntn thì chủ động ib chị gửi tài liệu miễn phí nhé.']"
"Cho e hỏi, hiện tại e trật những nv 1 2 3 thì e để nv của trường mình nv 4 ( e đã đỗ xts) thì e vẫn đỗ đúng k ạ",17 Tháng 8,2,0,0,0,0,0,0,0,"['Cho e hỏi, hiện tại e trật những nv 1 2 3 thì e để nv của trường mình nv 4 ( e đã đỗ xts) thì e vẫn đỗ đúng k ạ', 'Nhờ ac cho e câu trả lời vs ạ\nE lo quá']"
"mnguoi ơi, trường mình có nhóm luật kinh tế k ạ, e tìm mãi mà k vào nhóm được ạ",15 Tháng 8,9,0,0,0,0,0,0,0,"['mnguoi ơi, trường mình có nhóm luật kinh tế k ạ, e tìm mãi mà k vào nhóm được ạ', 'Nhóm mess đây em nhé', 'Có nhóm khoa kinh tế k ạ']"
 ĐIỂM CHUẨN TRƯỜNG ĐẠI HỌC KINH TẾ - ĐẠI HỌC ĐÀ NẴNG NĂM 2024 ,17 Tháng 8,3,0,0,0,0,0,0,0,"[' ĐIỂM CHUẨN TRƯỜNG ĐẠI HỌC KINH TẾ - ĐẠI HỌC ĐÀ NẴNG NĂM 2024 ', 'Quá đỉnh Thục Nguyễn']"
mọi người cho em hỏi là tuần sinh hoạt đầu khoá mình xin nghỉ 1ngày có ảnh hưởng gì nhiều không ạ,16 Tháng 8,4,0,0,0,0,0,0,0,"['mọi người cho em hỏi là tuần sinh hoạt đầu khoá mình xin nghỉ 1ngày có ảnh hưởng gì nhiều không ạ', 'Mỗi buổi sẽ có điểm danh và sẽ là căn cứ để xét điểm rèn luyện nhé em', 'hạn chế nghỉ sinh hoạt đầu khoá vì nó sẽ ảnh hưởng đến điểm rè luyện đó bạn nha']"
Phiếu lí lịch này điền on xong in ra dán ảnh vào hay phải mua hồ sơ như hình bên ạ.,14 Tháng 8,3,0,0,0,0,0,0,0,"['Phiếu lí lịch này điền on xong in ra dán ảnh vào hay phải mua hồ sơ như hình bên ạ.', 'Cái đầu thôi á em, khi nhập học thì mang theo các giấy tờ đã yêu cầu tới nộp là đc á']"
"dạ e có 1 số thắc mắc  về ktx trường mình ạ, ai ở ktx trường mình cho e hỏi với ạ",15 Tháng 8,2,0,0,0,0,0,0,0,"['dạ e có 1 số thắc mắc  về ktx trường mình ạ, ai ở ktx trường mình cho e hỏi với ạ', 'ib']"
Dạo này mình thấy vấn đề học phí năm nay đang được quan tâm khá nhiều. Nhưng mà mình không biết xem học phí ở đâu cả. Mng chỉ giúp mình với!!,15 Tháng 8,4,0,0,0,0,0,0,0,"['Dạo này mình thấy vấn đề học phí năm nay đang được quan tâm khá nhiều. Nhưng mà mình không biết xem học phí ở đâu cả. Mng chỉ giúp mình với!!', 'Em tra thông báo của phòng kế hoạch tài chính em nhé', 'E xem học phí ở đây nhé:\nhttps://due.udn.vn/vi-vn/tuvantuyensinh2024/gt/cid/5417']"
"mọi người ơi vay sinh viên có giới hạn độ tuổi không ạ? em học muộn 2 năm, 2k2 giờ sắp lên năm 3, em muốn vay sinh viên thì có được không ạ?",15 Tháng 8,1,0,0,0,0,0,0,0,"['mọi người ơi vay sinh viên có giới hạn độ tuổi không ạ? em học muộn 2 năm, 2k2 giờ sắp lên năm 3, em muốn vay sinh viên thì có được không ạ?', 'Em liên hệ với Ngân hàng chính sách xã hội ở địa phương để được hỗ trợ, tư vấn em nhé.']"
"Mọi người ơi cho em hỏi, em là tstd từng học ở trường khác, em đã đi quân sự rồi, bây giờ em vào lại trường mình có cần phải đi quân sự nữa không ạ? Nếu không thì cho em hỏi là thay vì đi quân sự thời gian đó em có được học các môn khác không ạ?",15 Tháng 8,3,0,0,0,0,0,0,0,"['Mọi người ơi cho em hỏi, em là tstd từng học ở trường khác, em đã đi quân sự rồi, bây giờ em vào lại trường mình có cần phải đi quân sự nữa không ạ? Nếu không thì cho em hỏi là thay vì đi quân sự thời gian đó em có được học các môn khác không ạ?', 'Nếu cậu có chứng chỉ rồi thì lên nộp ở phòng công tác sinh viên nhé', 'Muốn biết rõ hơn thì cậu ib tớ, năm vừa rồi tớ cũng được miễn qpan á']"
Cho e hỏi như này là được công chứng chưa ạ,15 Tháng 8,6,0,0,0,0,0,0,0,"['Cho e hỏi như này là được công chứng chưa ạ', 'Giấy cn tn tạm thời ni ko cần công chứng e nha. Chỉ có công chứng đối với bằng tn thôi e (thí sinh tự do)', 'hình như chưa á, mình đi làm công chứng thì thấy có dấu là văn phòng công chứng... ( tên vp đó ) á b']"
